# T [MeV]          muB [MeV]        muQ [MeV]
      6.69934783e+01      1.11758236e+03     -1.31676864e-06
      6.69934783e+01      1.11758236e+03     -1.42048360e-06
      6.69934783e+01      1.11758236e+03     -1.53236765e-06
      6.69934783e+01      1.11758236e+03     -1.65306421e-06
      6.69934783e+01      1.11758236e+03     -1.78326741e-06
      6.69934783e+01      1.11758236e+03     -1.92372604e-06
      6.69934783e+01      1.11758236e+03     -2.07524785e-06
      6.69934783e+01      1.11758236e+03     -2.23870424e-06
      6.69934783e+01      1.11758236e+03     -2.41503523e-06
      6.69934783e+01      1.11758236e+03     -2.60525489e-06
      6.69934783e+01      1.11758236e+03     -2.81045716e-06
      6.69934783e+01      1.11758236e+03     -3.03182213e-06
      6.69934783e+01      1.11758236e+03     -3.27062286e-06
      6.69934783e+01      1.11758236e+03     -3.52823267e-06
      6.69934783e+01      1.11758236e+03     -3.80613305e-06
      6.69934783e+01      1.11758236e+03     -4.10592220e-06
      6.69934783e+01      1.11758236e+03     -4.42932416e-06
      6.69934783e+01      1.11758236e+03     -4.77819879e-06
      6.69934783e+01      1.11758236e+03     -5.15455245e-06
      6.69934783e+01      1.11758236e+03     -5.56054952e-06
      6.69934783e+01      1.11758236e+03     -5.99852485e-06
      6.69934783e+01      1.11758236e+03     -6.47099719e-06
      6.69934783e+01      1.11758236e+03     -6.98068371e-06
      6.69934783e+01      1.11758236e+03     -7.53051556e-06
      6.69934783e+01      1.11758236e+03     -8.12365478e-06
      6.69934783e+01      1.11758236e+03     -8.76351246e-06
      6.69934783e+01      1.11758236e+03     -9.45376838e-06
      6.69934783e+01      1.11758236e+03     -1.01983921e-05
      6.69934783e+01      1.11758236e+03     -1.10016660e-05
      6.69934783e+01      1.11758236e+03     -1.18682095e-05
      6.69934783e+01      1.11758236e+03     -1.28030062e-05
      6.69934783e+01      1.11758236e+03     -1.38114318e-05
      6.69934783e+01      1.11758236e+03     -1.48992859e-05
      6.69934783e+01      1.11758236e+03     -1.60728245e-05
      6.69934783e+01      1.11758236e+03     -1.73387966e-05
      6.69934783e+01      1.11758236e+03     -1.87044827e-05
      6.69934783e+01      1.11758236e+03     -2.01777367e-05
      6.69934783e+01      1.11758236e+03     -2.17670312e-05
      6.69934783e+01      1.11758236e+03     -2.34815061e-05
      6.69934783e+01      1.11758236e+03     -2.53310212e-05
      6.69934783e+01      1.11758236e+03     -2.73262129e-05
      6.69934783e+01      1.11758236e+03     -2.94785554e-05
      6.69934783e+01      1.11758236e+03     -3.18004266e-05
      6.69934783e+01      1.11758236e+03     -3.43051795e-05
      6.69934783e+01      1.11758236e+03     -3.70072186e-05
      6.69934783e+01      1.11758236e+03     -3.99220831e-05
      6.69934783e+01      1.11758236e+03     -4.30665363e-05
      6.69934783e+01      1.11758236e+03     -4.64586615e-05
      6.69934783e+01      1.11758236e+03     -5.01179666e-05
      6.69934783e+01      1.11758236e+03     -5.40654960e-05
      6.69934783e+01      1.11758236e+03     -5.83239516e-05
      6.69934783e+01      1.11758236e+03     -6.29178234e-05
      6.69934783e+01      1.11758236e+03     -6.78735304e-05
      6.69934783e+01      1.11758236e+03     -7.32195725e-05
      6.69934783e+01      1.11758236e+03     -7.89866943e-05
      6.69934783e+01      1.11758236e+03     -8.52080620e-05
      6.69934783e+01      1.11758236e+03     -9.19194542e-05
      6.69934783e+01      1.11758236e+03     -9.91594675e-05
      6.69934783e+01      1.11758236e+03     -1.06969739e-04
      6.69934783e+01      1.11758236e+03     -1.15395184e-04
      6.69934783e+01      1.11758236e+03     -1.24484258e-04
      6.69934783e+01      1.11758236e+03     -1.34289230e-04
      6.69934783e+01      1.11758236e+03     -1.44866488e-04
      6.69934783e+01      1.11758236e+03     -1.56276862e-04
      6.69934783e+01      1.11758236e+03     -1.68585971e-04
      6.69934783e+01      1.11758236e+03     -1.81864604e-04
      6.69934783e+01      1.11758236e+03     -1.96189125e-04
      6.69934783e+01      1.11758236e+03     -2.11641913e-04
      6.69934783e+01      1.11758236e+03     -2.28311837e-04
      6.69934783e+01      1.11758236e+03     -2.46294763e-04
      6.69934783e+01      1.11758236e+03     -2.65694110e-04
      6.69934783e+01      1.11758236e+03     -2.86621442e-04
      6.69934783e+01      1.11758236e+03     -3.09197110e-04
      6.69934783e+01      1.11758236e+03     -3.33550945e-04
      6.69934783e+01      1.11758236e+03     -3.59823003e-04
      6.69934783e+01      1.11758236e+03     -3.88164374e-04
      6.69934783e+01      1.11758236e+03     -4.18738047e-04
      6.69934783e+01      1.11758236e+03     -4.51719847e-04
      6.69934783e+01      1.11758236e+03     -4.87299450e-04
      6.69934783e+01      1.11758236e+03     -5.25681472e-04
      6.69934783e+01      1.11758236e+03     -5.67086645e-04
      6.69934783e+01      1.11758236e+03     -6.11753087e-04
      6.69934783e+01      1.11758236e+03     -6.59937669e-04
      6.69934783e+01      1.11758236e+03     -7.11917499e-04
      6.69934783e+01      1.11758236e+03     -7.67991507e-04
      6.69934783e+01      1.11758236e+03     -8.28482170e-04
      6.69934783e+01      1.11758236e+03     -8.93737366e-04
      6.69934783e+01      1.11758236e+03     -9.64132372e-04
      6.69934783e+01      1.11758236e+03     -1.04007202e-03
      6.69934783e+01      1.11758236e+03     -1.12199304e-03
      6.69934783e+01      1.11758236e+03     -1.21036655e-03
      6.69934783e+01      1.11758236e+03     -1.30570078e-03
      6.69934783e+01      1.11758236e+03     -1.40854398e-03
      6.69934783e+01      1.11758236e+03     -1.51948760e-03
      6.69934783e+01      1.11758236e+03     -1.63916967e-03
      6.69934783e+01      1.11758236e+03     -1.76827847e-03
      6.69934783e+01      1.11758236e+03     -1.90755649e-03
      6.69934783e+01      1.11758236e+03     -2.05780472e-03
      6.69934783e+01      1.11758236e+03     -2.21988720e-03
      6.69934783e+01      1.11758236e+03     -2.39473608e-03
      6.69934783e+01      1.11758236e+03     -2.58335688e-03
      6.69934783e+01      1.11758236e+03     -2.78683435e-03
      6.69934783e+01      1.11758236e+03     -3.00633868e-03
      6.69934783e+01      1.11758236e+03     -3.24313221e-03
      6.69934783e+01      1.11758236e+03     -3.49857673e-03
      6.69934783e+01      1.11758236e+03     -3.77414127e-03
      6.69934783e+01      1.11758236e+03     -4.07141059e-03
      6.69934783e+01      1.11758236e+03     -4.39209425e-03
      6.69934783e+01      1.11758236e+03     -4.73803648e-03
      6.69934783e+01      1.11758236e+03     -5.11122677e-03
      6.69934783e+01      1.11758236e+03     -5.51381130e-03
      6.69934783e+01      1.11758236e+03     -5.94810530e-03
      6.69934783e+01      1.11758236e+03     -6.41660636e-03
      6.69934783e+01      1.11758236e+03     -6.92200879e-03
      6.69934783e+01      1.11758236e+03     -7.46721913e-03
      6.69934783e+01      1.11758236e+03     -8.05537282e-03
      6.69934783e+01      1.11758236e+03     -8.68985230e-03
      6.69934783e+01      1.11758236e+03     -9.37430639e-03
      6.69934783e+01      1.11758236e+03     -1.01126713e-02
      6.69934783e+01      1.11758236e+03     -1.09091934e-02
      6.69934783e+01      1.11758236e+03     -1.17684534e-02
      6.69934783e+01      1.11758236e+03     -1.26953928e-02
      6.69934783e+01      1.11758236e+03     -1.36953423e-02
      6.69934783e+01      1.11758236e+03     -1.47740526e-02
      6.69934783e+01      1.11758236e+03     -1.59377272e-02
      6.69934783e+01      1.11758236e+03     -1.71930584e-02
      6.69934783e+01      1.11758236e+03     -1.85472654e-02
      6.69934783e+01      1.11758236e+03     -2.00081363e-02
      6.69934783e+01      1.11758236e+03     -2.15840723e-02
      6.69934783e+01      1.11758236e+03     -2.32841364e-02
      6.69934783e+01      1.11758236e+03     -2.51181058e-02
      6.69934783e+01      1.11758236e+03     -2.70965272e-02
      6.69934783e+01      1.11758236e+03     -2.92307786e-02
      6.69934783e+01      1.11758236e+03     -3.15331337e-02
      6.69934783e+01      1.11758236e+03     -3.40168333e-02
      6.69934783e+01      1.11758236e+03     -3.66961609e-02
      6.69934783e+01      1.11758236e+03     -3.95865251e-02
      6.69934783e+01      1.11758236e+03     -4.27045480e-02
      6.69934783e+01      1.11758236e+03     -4.60681613e-02
      6.69934783e+01      1.11758236e+03     -4.96967088e-02
      6.69934783e+01      1.11758236e+03     -5.36110580e-02
      6.69934783e+01      1.11758236e+03     -5.78337199e-02
      6.69934783e+01      1.11758236e+03     -6.23889787e-02
      6.69934783e+01      1.11758236e+03     -6.73030314e-02
      6.69934783e+01      1.11758236e+03     -7.26041382e-02
      6.69934783e+01      1.11758236e+03     -7.83227855e-02
      6.69934783e+01      1.11758236e+03     -8.44918606e-02
      6.69934783e+01      1.11758236e+03     -9.11468413e-02
      6.69934783e+01      1.11758236e+03     -9.83260000e-02
      6.69934783e+01      1.11758236e+03     -1.06070623e-01
      6.69934783e+01      1.11758236e+03     -1.14425250e-01
      6.69934783e+01      1.11758236e+03     -1.23437927e-01
      6.69934783e+01      1.11758236e+03     -1.33160485e-01
      6.69934783e+01      1.11758236e+03     -1.43648838e-01
      6.69934783e+01      1.11758236e+03     -1.54963304e-01
      6.69934783e+01      1.11758236e+03     -1.67168951e-01
      6.69934783e+01      1.11758236e+03     -1.80335973e-01
      6.69934783e+01      1.11758236e+03     -1.94540092e-01
      6.69934783e+01      1.11758236e+03     -2.09862994e-01
      6.69934783e+01      1.11758236e+03     -2.26392802e-01
      6.69934783e+01      1.11758236e+03     -2.44224576e-01
      6.69934783e+01      1.11758236e+03     -2.63460865e-01
      6.69934783e+01      1.11758236e+03     -2.84212296e-01
      6.69934783e+01      1.11758236e+03     -3.06598208e-01
      6.69934783e+01      1.11758236e+03     -3.30747341e-01
      6.69934783e+01      1.11758236e+03     -3.56798574e-01
      6.69934783e+01      1.11758236e+03     -3.84901727e-01
      6.69934783e+01      1.11758236e+03     -4.15218417e-01
      6.69934783e+01      1.11758236e+03     -4.47922995e-01
      6.69934783e+01      1.11758236e+03     -4.83203540e-01
      6.69934783e+01      1.11758236e+03     -5.21262949e-01
      6.69934783e+01      1.11758236e+03     -5.62320098e-01
      6.69934783e+01      1.11758236e+03     -6.06611103e-01
      6.69934783e+01      1.11758236e+03     -6.54390679e-01
      6.69934783e+01      1.11758236e+03     -7.05933601e-01
      6.69934783e+01      1.11758236e+03     -7.61536289e-01
      6.69934783e+01      1.11758236e+03     -8.21518509e-01
      6.69934783e+01      1.11758236e+03     -8.86225214e-01
      6.69934783e+01      1.11758236e+03     -9.56028526e-01
      6.69934783e+01      1.11758236e+03     -1.03132988e+00
      6.69934783e+01      1.11758236e+03     -1.11256233e+00
      6.69934783e+01      1.11758236e+03     -1.20019303e+00
      6.69934783e+01      1.11758236e+03     -1.29472594e+00
      6.69934783e+01      1.11758236e+03     -1.39670471e+00
      6.69934783e+01      1.11758236e+03     -1.50671582e+00
      6.69934783e+01      1.11758236e+03     -1.62539192e+00
      6.69934783e+01      1.11758236e+03     -1.75341552e+00
      6.69934783e+01      1.11758236e+03     -1.89152286e+00
      6.69934783e+01      1.11758236e+03     -2.04050820e+00
      6.69934783e+01      1.11758236e+03     -2.20122833e+00
      6.69934783e+01      1.11758236e+03     -2.37460754e+00
      6.69934783e+01      1.11758236e+03     -2.56164292e+00
      6.69934783e+01      1.11758236e+03     -2.76341010e+00
      6.69934783e+01      1.11758236e+03     -2.98106943e+00
      6.69934783e+01      1.11758236e+03     -3.21587263e+00
      6.69934783e+01      1.11758236e+03     -3.46917006e+00
      6.69934783e+01      1.11758236e+03     -3.74241839e+00
      6.69934783e+01      1.11758236e+03     -4.03718906e+00
      6.69934783e+01      1.11758236e+03     -4.35517727e+00
      6.69934783e+01      1.11758236e+03     -4.69821175e+00
      6.69934783e+01      1.11758236e+03     -5.06826525e+00
      6.69934783e+01      1.11758236e+03     -5.46746592e+00
      6.69934783e+01      1.11758236e+03     -5.89810954e+00
      6.69934783e+01      1.11758236e+03     -6.36267270e+00
      6.69934783e+01      1.11758236e+03     -6.86382706e+00
      6.69934783e+01      1.11758236e+03     -7.40445473e+00
      6.69934783e+01      1.11758236e+03     -7.98766480e+00
      6.69934783e+01      1.11758236e+03     -8.61681127e+00
      6.69934783e+01      1.11758236e+03     -9.29551230e+00
      6.69934783e+01      1.11758236e+03     -1.00276711e+01
      6.69934783e+01      1.11812943e+03     -1.08174981e+01
      6.69934783e+01      1.11867678e+03     -1.16695357e+01
      6.69934783e+01      1.11922439e+03     -1.25886839e+01
      6.69934783e+01      1.11977227e+03     -1.35802285e+01
      6.69934783e+01      1.12031899e+03     -1.46498719e+01
      6.69934783e+01      1.12086496e+03     -1.58037654e+01
      6.69934783e+01      1.12141120e+03     -1.70485452e+01
      6.69934783e+01      1.12195771e+03     -1.83913697e+01
      6.69934783e+01      1.12250448e+03     -1.98399614e+01
      6.69934783e+01      1.12256244e+03     -2.14026511e+01
      6.69934783e+01      1.12256244e+03     -2.30884257e+01
      6.69934783e+01      1.12256244e+03     -2.49069799e+01
      6.69934783e+01      1.12256244e+03     -2.68687721e+01
      6.69934783e+01      1.12256244e+03     -2.89850844e+01
      6.69934783e+01      1.12256244e+03     -3.12680875e+01
      6.69934783e+01      1.12256244e+03     -3.37309108e+01
      6.69934783e+01      1.12256244e+03     -3.63877178e+01
      6.69934783e+01      1.12256244e+03     -3.92537875e+01
      6.69934783e+01      1.12256244e+03     -4.23456025e+01
      6.69934783e+01      1.12256244e+03     -4.56809435e+01
      6.69934783e+01      1.12256244e+03     -4.92789919e+01
      6.69934783e+01      1.12256244e+03     -5.31604396e+01
      6.69934783e+01      1.12256244e+03     -5.73476087e+01
      6.69934783e+01      1.12256244e+03     -6.18645791e+01
      6.69934783e+01      1.12256244e+03     -6.67373276e+01
      6.69934783e+01      1.12256244e+03     -7.19938769e+01
      6.69934783e+01      1.12256244e+03     -7.76644570e+01
      6.69934783e+01      1.12060332e+03     -8.37816790e+01
      6.69934783e+01      1.11756242e+03     -9.03807225e+01
      6.69934783e+01      1.11756242e+03     -9.74995381e+01
      6.69934783e+01      1.11490555e+03     -1.05179065e+02
      6.69934783e+01      1.11256241e+03     -1.13463469e+02
      6.69934783e+01      1.11132024e+03     -1.22400391e+02
      6.69934783e+01      1.10651168e+03     -1.32041228e+02
      6.69934783e+01      1.10131011e+03     -1.42441423e+02
      6.69934783e+01      1.09568727e+03     -1.53660787e+02
      6.69934783e+01      1.08964565e+03     -1.65763842e+02
      6.69934783e+01      1.08313777e+03     -1.78820190e+02
      6.69934783e+01      1.07107724e+03     -1.92904919e+02
      6.69934783e+01      1.05942342e+03     -2.08099028e+02
      6.69934783e+01      1.04799430e+03     -2.24489897e+02
      6.69934783e+01      1.03035230e+03     -2.42171789e+02
      6.69934783e+01      1.01129253e+03     -2.61246391e+02
      6.69934783e+01      9.89762926e+02     -2.81823399e+02
      6.69934783e+01      9.63499077e+02     -3.04021150e+02
      6.69934783e+01      9.34556060e+02     -3.27967302e+02
      6.69934783e+01      9.01766532e+02     -3.53799566e+02
      6.69934783e+01      8.70863902e+02     -3.81666503e+02
      6.69934783e+01      8.70863902e+02     -4.11728372e+02
      6.69934783e+01      8.70863902e+02     -4.44158057e+02
      6.69934783e+01      8.70863902e+02     -4.79142058e+02
      6.69934783e+01      8.70863902e+02     -5.16881565e+02
      6.69934783e+01      8.70863902e+02     -5.57593615e+02
      6.69934783e+01      8.70863902e+02     -6.01512340e+02
      6.69934783e+01      8.70863902e+02     -6.48890313e+02
      6.69934783e+01      8.70863902e+02     -7.00000000e+02
      6.73804348e+01      1.11371335e+03     -1.00000000e-07
      6.73804348e+01      1.11371335e+03     -1.07876476e-07
      6.73804348e+01      1.11371335e+03     -1.16373340e-07
      6.73804348e+01      1.11371335e+03     -1.25539458e-07
      6.73804348e+01      1.11371335e+03     -1.35427542e-07
      6.73804348e+01      1.11371335e+03     -1.46094460e-07
      6.73804348e+01      1.11371335e+03     -1.57601554e-07
      6.73804348e+01      1.11371335e+03     -1.70015002e-07
      6.73804348e+01      1.11371335e+03     -1.83406192e-07
      6.73804348e+01      1.11371335e+03     -1.97852136e-07
      6.73804348e+01      1.11371335e+03     -2.13435911e-07
      6.73804348e+01      1.11371335e+03     -2.30247139e-07
      6.73804348e+01      1.11371335e+03     -2.48382499e-07
      6.73804348e+01      1.11371335e+03     -2.67946286e-07
      6.73804348e+01      1.11371335e+03     -2.89051009e-07
      6.73804348e+01      1.11371335e+03     -3.11818042e-07
      6.73804348e+01      1.11371335e+03     -3.36378313e-07
      6.73804348e+01      1.11371335e+03     -3.62873069e-07
      6.73804348e+01      1.11371335e+03     -3.91454678e-07
      6.73804348e+01      1.11371335e+03     -4.22287510e-07
      6.73804348e+01      1.11371335e+03     -4.55548883e-07
      6.73804348e+01      1.11371335e+03     -4.91430079e-07
      6.73804348e+01      1.11371335e+03     -5.30137450e-07
      6.73804348e+01      1.11371335e+03     -5.71893597e-07
      6.73804348e+01      1.11371335e+03     -6.16938656e-07
      6.73804348e+01      1.11371335e+03     -6.65531679e-07
      6.73804348e+01      1.11371335e+03     -7.17952119e-07
      6.73804348e+01      1.11371335e+03     -7.74501443e-07
      6.73804348e+01      1.11371335e+03     -8.35504860e-07
      6.73804348e+01      1.11371335e+03     -9.01313196e-07
      6.73804348e+01      1.11371335e+03     -9.72304910e-07
      6.73804348e+01      1.11371335e+03     -1.04888827e-06
      6.73804348e+01      1.11371335e+03     -1.13150370e-06
      6.73804348e+01      1.11371335e+03     -1.22062631e-06
      6.73804348e+01      1.11371335e+03     -1.31676864e-06
      6.73804348e+01      1.11371335e+03     -1.42048360e-06
      6.73804348e+01      1.11371335e+03     -1.53236765e-06
      6.73804348e+01      1.11371335e+03     -1.65306421e-06
      6.73804348e+01      1.11371335e+03     -1.78326741e-06
      6.73804348e+01      1.11371335e+03     -1.92372604e-06
      6.73804348e+01      1.11371335e+03     -2.07524785e-06
      6.73804348e+01      1.11371335e+03     -2.23870424e-06
      6.73804348e+01      1.11371335e+03     -2.41503523e-06
      6.73804348e+01      1.11371335e+03     -2.60525489e-06
      6.73804348e+01      1.11371335e+03     -2.81045716e-06
      6.73804348e+01      1.11371335e+03     -3.03182213e-06
      6.73804348e+01      1.11371335e+03     -3.27062286e-06
      6.73804348e+01      1.11371335e+03     -3.52823267e-06
      6.73804348e+01      1.11371335e+03     -3.80613305e-06
      6.73804348e+01      1.11371335e+03     -4.10592220e-06
      6.73804348e+01      1.11371335e+03     -4.42932416e-06
      6.73804348e+01      1.11371335e+03     -4.77819879e-06
      6.73804348e+01      1.11371335e+03     -5.15455245e-06
      6.73804348e+01      1.11371335e+03     -5.56054952e-06
      6.73804348e+01      1.11371335e+03     -5.99852485e-06
      6.73804348e+01      1.11371335e+03     -6.47099719e-06
      6.73804348e+01      1.11371335e+03     -6.98068371e-06
      6.73804348e+01      1.11371335e+03     -7.53051556e-06
      6.73804348e+01      1.11371335e+03     -8.12365478e-06
      6.73804348e+01      1.11371335e+03     -8.76351246e-06
      6.73804348e+01      1.11371335e+03     -9.45376838e-06
      6.73804348e+01      1.11371335e+03     -1.01983921e-05
      6.73804348e+01      1.11371335e+03     -1.10016660e-05
      6.73804348e+01      1.11371335e+03     -1.18682095e-05
      6.73804348e+01      1.11371335e+03     -1.28030062e-05
      6.73804348e+01      1.11371335e+03     -1.38114318e-05
      6.73804348e+01      1.11371335e+03     -1.48992859e-05
      6.73804348e+01      1.11371335e+03     -1.60728245e-05
      6.73804348e+01      1.11371335e+03     -1.73387966e-05
      6.73804348e+01      1.11371335e+03     -1.87044827e-05
      6.73804348e+01      1.11371335e+03     -2.01777367e-05
      6.73804348e+01      1.11371335e+03     -2.17670312e-05
      6.73804348e+01      1.11371335e+03     -2.34815061e-05
      6.73804348e+01      1.11371335e+03     -2.53310212e-05
      6.73804348e+01      1.11371335e+03     -2.73262129e-05
      6.73804348e+01      1.11371335e+03     -2.94785554e-05
      6.73804348e+01      1.11371335e+03     -3.18004266e-05
      6.73804348e+01      1.11371335e+03     -3.43051795e-05
      6.73804348e+01      1.11371335e+03     -3.70072186e-05
      6.73804348e+01      1.11371335e+03     -3.99220831e-05
      6.73804348e+01      1.11371335e+03     -4.30665363e-05
      6.73804348e+01      1.11371335e+03     -4.64586615e-05
      6.73804348e+01      1.11371335e+03     -5.01179666e-05
      6.73804348e+01      1.11371335e+03     -5.40654960e-05
      6.73804348e+01      1.11371335e+03     -5.83239516e-05
      6.73804348e+01      1.11371335e+03     -6.29178234e-05
      6.73804348e+01      1.11371335e+03     -6.78735304e-05
      6.73804348e+01      1.11371335e+03     -7.32195725e-05
      6.73804348e+01      1.11371335e+03     -7.89866943e-05
      6.73804348e+01      1.11371335e+03     -8.52080620e-05
      6.73804348e+01      1.11371335e+03     -9.19194542e-05
      6.73804348e+01      1.11371335e+03     -9.91594675e-05
      6.73804348e+01      1.11371335e+03     -1.06969739e-04
      6.73804348e+01      1.11371335e+03     -1.15395184e-04
      6.73804348e+01      1.11371335e+03     -1.24484258e-04
      6.73804348e+01      1.11371335e+03     -1.34289230e-04
      6.73804348e+01      1.11371335e+03     -1.44866488e-04
      6.73804348e+01      1.11371335e+03     -1.56276862e-04
      6.73804348e+01      1.11371335e+03     -1.68585971e-04
      6.73804348e+01      1.11371335e+03     -1.81864604e-04
      6.73804348e+01      1.11371335e+03     -1.96189125e-04
      6.73804348e+01      1.11371335e+03     -2.11641913e-04
      6.73804348e+01      1.11371335e+03     -2.28311837e-04
      6.73804348e+01      1.11371335e+03     -2.46294763e-04
      6.73804348e+01      1.11371335e+03     -2.65694110e-04
      6.73804348e+01      1.11371335e+03     -2.86621442e-04
      6.73804348e+01      1.11371335e+03     -3.09197110e-04
      6.73804348e+01      1.11371335e+03     -3.33550945e-04
      6.73804348e+01      1.11371335e+03     -3.59823003e-04
      6.73804348e+01      1.11371335e+03     -3.88164374e-04
      6.73804348e+01      1.11371335e+03     -4.18738047e-04
      6.73804348e+01      1.11371335e+03     -4.51719847e-04
      6.73804348e+01      1.11371335e+03     -4.87299450e-04
      6.73804348e+01      1.11371335e+03     -5.25681472e-04
      6.73804348e+01      1.11371335e+03     -5.67086645e-04
      6.73804348e+01      1.11371335e+03     -6.11753087e-04
      6.73804348e+01      1.11371335e+03     -6.59937669e-04
      6.73804348e+01      1.11371335e+03     -7.11917499e-04
      6.73804348e+01      1.11371335e+03     -7.67991507e-04
      6.73804348e+01      1.11371335e+03     -8.28482170e-04
      6.73804348e+01      1.11371335e+03     -8.93737366e-04
      6.73804348e+01      1.11371335e+03     -9.64132372e-04
      6.73804348e+01      1.11371335e+03     -1.04007202e-03
      6.73804348e+01      1.11371335e+03     -1.12199304e-03
      6.73804348e+01      1.11371335e+03     -1.21036655e-03
      6.73804348e+01      1.11371335e+03     -1.30570078e-03
      6.73804348e+01      1.11371335e+03     -1.40854398e-03
      6.73804348e+01      1.11371335e+03     -1.51948760e-03
      6.73804348e+01      1.11371335e+03     -1.63916967e-03
      6.73804348e+01      1.11371335e+03     -1.76827847e-03
      6.73804348e+01      1.11371335e+03     -1.90755649e-03
      6.73804348e+01      1.11371335e+03     -2.05780472e-03
      6.73804348e+01      1.11371335e+03     -2.21988720e-03
      6.73804348e+01      1.11371335e+03     -2.39473608e-03
      6.73804348e+01      1.11371335e+03     -2.58335688e-03
      6.73804348e+01      1.11371335e+03     -2.78683435e-03
      6.73804348e+01      1.11371335e+03     -3.00633868e-03
      6.73804348e+01      1.11371335e+03     -3.24313221e-03
      6.73804348e+01      1.11371335e+03     -3.49857673e-03
      6.73804348e+01      1.11371335e+03     -3.77414127e-03
      6.73804348e+01      1.11371335e+03     -4.07141059e-03
      6.73804348e+01      1.11371335e+03     -4.39209425e-03
      6.73804348e+01      1.11371335e+03     -4.73803648e-03
      6.73804348e+01      1.11371335e+03     -5.11122677e-03
      6.73804348e+01      1.11371335e+03     -5.51381130e-03
      6.73804348e+01      1.11371335e+03     -5.94810530e-03
      6.73804348e+01      1.11371335e+03     -6.41660636e-03
      6.73804348e+01      1.11371335e+03     -6.92200879e-03
      6.73804348e+01      1.11371335e+03     -7.46721913e-03
      6.73804348e+01      1.11371335e+03     -8.05537282e-03
      6.73804348e+01      1.11371335e+03     -8.68985230e-03
      6.73804348e+01      1.11371335e+03     -9.37430639e-03
      6.73804348e+01      1.11371335e+03     -1.01126713e-02
      6.73804348e+01      1.11371335e+03     -1.09091934e-02
      6.73804348e+01      1.11371335e+03     -1.17684534e-02
      6.73804348e+01      1.11371335e+03     -1.26953928e-02
      6.73804348e+01      1.11371335e+03     -1.36953423e-02
      6.73804348e+01      1.11371335e+03     -1.47740526e-02
      6.73804348e+01      1.11371335e+03     -1.59377272e-02
      6.73804348e+01      1.11371335e+03     -1.71930584e-02
      6.73804348e+01      1.11371335e+03     -1.85472654e-02
      6.73804348e+01      1.11371335e+03     -2.00081363e-02
      6.73804348e+01      1.11371335e+03     -2.15840723e-02
      6.73804348e+01      1.11371335e+03     -2.32841364e-02
      6.73804348e+01      1.11371335e+03     -2.51181058e-02
      6.73804348e+01      1.11371335e+03     -2.70965272e-02
      6.73804348e+01      1.11371335e+03     -2.92307786e-02
      6.73804348e+01      1.11371335e+03     -3.15331337e-02
      6.73804348e+01      1.11371335e+03     -3.40168333e-02
      6.73804348e+01      1.11371335e+03     -3.66961609e-02
      6.73804348e+01      1.11371335e+03     -3.95865251e-02
      6.73804348e+01      1.11371335e+03     -4.27045480e-02
      6.73804348e+01      1.11371335e+03     -4.60681613e-02
      6.73804348e+01      1.11371335e+03     -4.96967088e-02
      6.73804348e+01      1.11371335e+03     -5.36110580e-02
      6.73804348e+01      1.11371335e+03     -5.78337199e-02
      6.73804348e+01      1.11371335e+03     -6.23889787e-02
      6.73804348e+01      1.11371335e+03     -6.73030314e-02
      6.73804348e+01      1.11371335e+03     -7.26041382e-02
      6.73804348e+01      1.11371335e+03     -7.83227855e-02
      6.73804348e+01      1.11371335e+03     -8.44918606e-02
      6.73804348e+01      1.11371335e+03     -9.11468413e-02
      6.73804348e+01      1.11371335e+03     -9.83260000e-02
      6.73804348e+01      1.11371335e+03     -1.06070623e-01
      6.73804348e+01      1.11371335e+03     -1.14425250e-01
      6.73804348e+01      1.11371335e+03     -1.23437927e-01
      6.73804348e+01      1.11371335e+03     -1.33160485e-01
      6.73804348e+01      1.11371335e+03     -1.43648838e-01
      6.73804348e+01      1.11371335e+03     -1.54963304e-01
      6.73804348e+01      1.11371335e+03     -1.67168951e-01
      6.73804348e+01      1.11371335e+03     -1.80335973e-01
      6.73804348e+01      1.11371335e+03     -1.94540092e-01
      6.73804348e+01      1.11371335e+03     -2.09862994e-01
      6.73804348e+01      1.11371335e+03     -2.26392802e-01
      6.73804348e+01      1.11371335e+03     -2.44224576e-01
      6.73804348e+01      1.11371335e+03     -2.63460865e-01
      6.73804348e+01      1.11371335e+03     -2.84212296e-01
      6.73804348e+01      1.11371335e+03     -3.06598208e-01
      6.73804348e+01      1.11371335e+03     -3.30747341e-01
      6.73804348e+01      1.11371335e+03     -3.56798574e-01
      6.73804348e+01      1.11371335e+03     -3.84901727e-01
      6.73804348e+01      1.11371335e+03     -4.15218417e-01
      6.73804348e+01      1.11371335e+03     -4.47922995e-01
      6.73804348e+01      1.11371335e+03     -4.83203540e-01
      6.73804348e+01      1.11371335e+03     -5.21262949e-01
      6.73804348e+01      1.11371335e+03     -5.62320098e-01
      6.73804348e+01      1.11371335e+03     -6.06611103e-01
      6.73804348e+01      1.11371335e+03     -6.54390679e-01
      6.73804348e+01      1.11371335e+03     -7.05933601e-01
      6.73804348e+01      1.11371335e+03     -7.61536289e-01
      6.73804348e+01      1.11371335e+03     -8.21518509e-01
      6.73804348e+01      1.11371335e+03     -8.86225214e-01
      6.73804348e+01      1.11371335e+03     -9.56028526e-01
      6.73804348e+01      1.11371335e+03     -1.03132988e+00
      6.73804348e+01      1.11371335e+03     -1.11256233e+00
